kind	class	method	param	index	uri
PARAMETER	ch2.msg.DoHouseWork	enter(ch2.msg.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/DoHouseWork.java
PARAMETER	ch2.msg.DoHouseWork	exit(ch2.msg.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/DoHouseWork.java
PARAMETER	ch2.msg.DoHouseWork	onMessage(ch2.msg.MinersWife,ch2.msg.Telegram)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/DoHouseWork.java
PARAMETER	ch2.msg.DoHouseWork	onMessage(ch2.msg.MinersWife,ch2.msg.Telegram)	telegram	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/DoHouseWork.java
PARAMETER	ch2.msg.WifesGlobalState	enter(ch2.msg.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/WifesGlobalState.java
PARAMETER	ch2.msg.WifesGlobalState	exit(ch2.msg.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/WifesGlobalState.java
PARAMETER	ch2.msg.CookStew	execute(ch2.msg.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/CookStew.java
PARAMETER	ch2.msg.CookStew	exit(ch2.msg.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/CookStew.java
PARAMETER	ch2.msg.EnterMineAndDigForNugget	onMessage(ch2.msg.Miner,ch2.msg.Telegram)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/EnterMineAndDigForNugget.java
PARAMETER	ch2.msg.EnterMineAndDigForNugget	onMessage(ch2.msg.Miner,ch2.msg.Telegram)	telegram	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/msg/EnterMineAndDigForNugget.java
PARAMETER	ch2.westworld.State	enter(T)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworld/State.java
PARAMETER	ch2.westworld.State	exit(T)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworld/State.java
PARAMETER	ch2.westworld.State	execute(T)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworld/State.java
FIELD	ch2.westworld.Miner	null	state	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworld/Miner.java
PARAMETER	ch2.westworldwithwoman.State	enter(T)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/State.java
PARAMETER	ch2.westworldwithwoman.State	execute(T)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/State.java
PARAMETER	ch2.westworldwithwoman.State	exit(T)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/State.java
FIELD	ch2.westworldwithwoman.StateMachine	null	current	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/StateMachine.java
FIELD	ch2.westworldwithwoman.StateMachine	null	global	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/StateMachine.java
PARAMETER	ch2.westworldwithwoman.DoHouseWork	enter(ch2.westworldwithwoman.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/DoHouseWork.java
PARAMETER	ch2.westworldwithwoman.DoHouseWork	exit(ch2.westworldwithwoman.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/DoHouseWork.java
PARAMETER	ch2.westworldwithwoman.WifesGlobalState	enter(ch2.westworldwithwoman.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/WifesGlobalState.java
PARAMETER	ch2.westworldwithwoman.WifesGlobalState	exit(ch2.westworldwithwoman.MinersWife)	obj	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/urlcc19a18863_born2snipe_Programming_Game_AI_tgz-pJ8-ch2_msg_MiningTestJ8/src/ch2/westworldwithwoman/WifesGlobalState.java
